아이디,국가별,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,식비_비율,국내 교통비_비율,체험/활동비_비율,뷰티/의료비_비율,여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
138,5,2,2,1,7,10.0,2,2,2.0,호텔,혼자형,1,서울,0.0,0.0975609756097562,0.0813008130081302,0.1626016260162598,0.0,0.3252032520325203,0.3252032520325203,0.008130081300813
142,1,1,2,1,1,10.0,2,2,3.0,호텔,단체형,1,서울,0.297,0.0436681222707423,0.0305676855895196,0.0,0.0,0.4366812227074236,0.1746724890829694,0.0174672489082969
143,17,1,3,1,4,2.0,4,2,4.0,호텔,가족형,1,서울,0.15,0.0225563909774436,0.0,0.0,0.0,0.3759398496240601,0.4511278195488721,0.0
144,2,2,2,1,4,5.0,6,2,2.0,호텔,친구형,1,부산,0.19,0.0379746835443038,0.1392405063291139,0.0,0.0,0.3797468354430377,0.2531645569620257,0.0
145,5,1,3,2,7,10.0,5,2,3.0,호텔,가족형,3,서울,0.246,0.0983606557377047,0.0,0.0,0.0,0.4098360655737701,0.2459016393442625,0.0
146,2,2,5,4,5,1.0,6,2,2.0,호텔,가족형,1,부산,0.239,0.0,0.0,0.0,0.0,0.5070422535211265,0.2535211267605632,0.0
147,5,1,2,1,3,2.0,3,2,2.0,호텔,가족형,1,서울,0.286,0.0428571428571428,0.0,0.0,0.0,0.4285714285714285,0.2142857142857142,0.0285714285714285
148,97,2,5,1,1,5.0,3,2,3.0,호텔,가족형,1,서울,0.41,0.0983606557377049,0.0655737704918032,0.0,0.0,0.3278688524590163,0.0983606557377049,0.0
150,15,1,2,1,1,10.0,6,3,3.0,호텔,친구형,1,서울,0.364,0.0277296360485268,0.0086655112651646,0.0,0.0,0.24263431542461,0.3466204506065857,0.0103986135181975
151,4,1,4,1,1,1.0,6,2,3.0,기타,혼자형,1,서울,0.298,0.3725782414307006,0.3278688524590165,0.0,0.0,0.0014903129657228,0.0,0.0
152,1,2,3,1,1,6.0,3,3,2.0,호텔,단체형,1,서울,0.156,0.0222222222222222,0.0277777777777777,0.0,0.0,0.2222222222222222,0.5555555555555556,0.0166666666666666
154,2,1,2,1,4,9.0,3,2,2.0,호텔,친구형,2,부산,0.296,0.028169014084507,0.0,0.0,0.0,0.352112676056338,0.323943661971831,0.0
157,1,2,2,1,7,5.0,6,2,2.0,호텔,친구형,1,서울,0.244,0.1219512195121951,0.0,0.0,0.0,0.3658536585365853,0.2439024390243902,0.024390243902439
158,97,1,3,1,1,9.0,6,1,2.0,게스트하우스/호스텔,친구형,1,서울,0.556,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0
159,2,2,6,4,6,5.0,4,2,3.0,호텔,혼자형,1,서울,0.176,0.0411764705882352,0.2941176470588235,0.0,0.0,0.4117647058823529,0.0588235294117647,0.0176470588235294
162,97,1,4,1,1,8.0,5,2,2.0,게스트하우스/호스텔,친구형,1,서울,0.238,0.1666666666666667,0.1190476190476189,0.0,0.0,0.4761904761904754,0.0,0.0
164,13,1,3,1,5,2.0,6,2,2.0,호텔,가족형,1,서울,0.345,0.0344827586206895,0.0,0.0,0.0,0.4137931034482756,0.2068965517241388,0.0
165,3,2,2,1,6,10.0,3,2,2.0,호텔,단체형,2,부산,0.038,0.0,0.0,0.0,0.695817490494297,0.0,0.26615969581749,0.0
166,3,1,5,1,1,1.0,1,2,2.0,호텔,단체형,2,경북,0.0,0.0,0.0,0.0,0.8958333333333333,0.0,0.1041666666666666,0.0
167,11,1,6,4,5,7.0,7,4,4.0,호텔,혼자형,1,경기,0.086,0.0,0.0,0.646551724137931,0.0,0.2586206896551724,0.0,0.0086206896551724
168,3,1,4,1,4,4.0,3,2,2.0,호텔,단체형,2,부산,0.024,0.0,0.0,0.0,0.6335616438356162,0.0,0.3424657534246577,0.0
169,3,2,6,1,7,3.0,6,2,2.0,호텔,단체형,1,부산,0.0,0.0,0.0,0.0,0.6693548387096774,0.0,0.3306451612903225,0.0
172,5,2,4,3,4,2.0,6,2,2.0,호텔,가족형,1,서울,0.579,0.0462962962962962,0.0277777777777777,0.0,0.0,0.1157407407407404,0.2314814814814817,0.0
173,5,2,2,4,6,10.0,3,3,3.0,호텔,친구형,1,서울,0.119,0.0284090909090909,0.0,0.0,0.0,0.5681818181818182,0.2840909090909091,0.0
174,2,2,2,2,6,2.0,3,2,1.0,호텔,가족형,1,서울,0.149,0.0149476831091181,0.0,0.2989536621823621,0.3736920777279516,0.0,0.149476831091181,0.0134529147982062
176,3,2,6,2,4,4.0,6,2,2.0,호텔,단체형,1,부산,0.0,0.0,0.0,0.0,0.7522522522522522,0.0,0.2477477477477477,0.0
184,2,2,3,4,7,2.0,4,2,1.0,호텔,친구형,1,서울,0.236,0.0235849056603773,0.0,0.0,0.0,0.2358490566037735,0.471698113207547,0.0330188679245283
186,4,2,5,4,2,4.0,2,2,2.0,모텔/여관,가족형,1,인천,0.382,0.0882352941176469,0.0,0.0,0.0,0.5294117647058826,0.0,0.0
187,4,2,6,3,2,9.0,6,1,2.0,호텔,가족형,1,서울,0.345,0.0689655172413792,0.0,0.0,0.0,0.5172413793103448,0.0689655172413792,0.0
189,4,1,4,1,1,6.0,6,2,4.0,게스트하우스/호스텔,가족형,4,서울,0.396,0.1013215859030835,0.0704845814977973,0.0,0.0,0.3171806167400887,0.0881057268722466,0.0264317180616739
190,3,2,4,2,4,3.0,3,2,2.0,호텔,단체형,2,부산,0.0,0.0,0.0,0.0,0.7589285714285714,0.0,0.2410714285714286,0.0
191,3,1,4,1,1,1.0,4,2,2.0,호텔,단체형,2,서울,0.29,0.0334821428571428,0.1116071428571427,0.0,0.0,0.334821428571429,0.2232142857142855,0.0066964285714285
192,2,2,4,1,6,4.0,4,2,1.0,호텔,친구형,1,서울,0.188,0.0281822451855331,0.0704556129638327,0.0,0.601221230624707,0.0,0.0939408172851104,0.0183184593705965
194,3,1,3,1,1,11.0,6,2,2.0,호텔,가족형,1,서울,0.365,0.0192307692307692,0.0961538461538461,0.0,0.0,0.3076923076923077,0.1923076923076923,0.0192307692307692
195,1,2,3,1,6,10.0,3,2,2.0,호텔,가족형,1,서울,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.4166666666666667,0.0
196,3,2,5,2,4,1.0,2,2,3.0,콘도미니엄/리조트,단체형,2,서울,0.271,0.0295566502463054,0.0049261083743842,0.0,0.0,0.3940886699507389,0.2955665024630537,0.0049261083743842
200,3,2,3,1,4,2.0,4,2,3.0,콘도미니엄/리조트,복합형(가족+친구),2,서울,0.5,0.0166666666666666,0.0666666666666666,0.0,0.0,0.2333333333333333,0.1666666666666666,0.0166666666666666
202,5,2,4,2,3,2.0,6,2,2.0,호텔,가족형,1,서울,0.526,0.2631578947368421,0.0,0.0,0.0,0.2105263157894737,0.0,0.0
204,5,1,3,1,1,2.0,3,2,2.0,호텔,가족형,1,서울,0.515,0.2783505154639179,0.0,0.0,0.0,0.2061855670103096,0.0,0.0
206,19,2,2,3,7,9.0,6,4,2.0,모텔/여관,혼자형,1,서울,0.458,0.0847457627118642,0.0338983050847456,0.0,0.0,0.254237288135593,0.1694915254237292,0.0
207,1,2,6,4,6,8.0,2,2,4.0,친척 또는 친구 집,혼자형,1,서울,0.39,0.0195185426154847,0.0585556278464541,0.0,0.0,0.0,0.5204944697462585,0.0110605074821079
208,2,1,2,1,6,2.0,5,2,1.0,호텔,가족형,1,서울,0.202,0.0151515151515151,0.0,0.0,0.5050505050505053,0.0,0.2525252525252519,0.0252525252525251
211,4,2,5,1,1,4.0,6,3,1.0,호텔,가족형,1,서울,0.232,0.0315789473684209,0.2105263157894739,0.0,0.0,0.5263157894736837,0.0,0.0
212,4,1,2,1,1,1.0,6,3,1.0,호텔,가족형,1,서울,0.232,0.0315789473684209,0.2105263157894739,0.0,0.0,0.5263157894736837,0.0,0.0
215,1,2,2,2,5,7.0,4,4,2.0,호텔,친구형,1,서울,0.06,0.0334448160535118,0.0,0.1672240802675586,0.0,0.0668896321070234,0.668896321070234,0.0033444816053511
216,1,2,1,1,6,1.0,6,2,2.0,호텔,친구형,1,서울,0.147,0.0421052631578948,0.0,0.0,0.0,0.1684210526315782,0.6315789473684216,0.0105263157894736
221,2,2,4,1,5,9.0,3,2,2.0,호텔,친구형,1,부산,0.136,0.0169491525423728,0.0,0.0,0.0,0.1694915254237291,0.6779661016949152,0.0
222,1,2,2,1,1,9.0,3,2,2.0,호텔,친구형,2,인천,0.0,0.0697674418604651,0.0,0.0,0.4651162790697674,0.0,0.4651162790697674,0.0
230,1,2,3,3,6,5.0,2,2,3.0,호텔,친구형,1,서울,0.142,0.0189573459715639,0.4739336492890995,0.0,0.0,0.1706161137440758,0.1895734597156398,0.0047393364928909
231,1,1,2,2,6,8.0,6,2,2.0,호텔,친구형,1,서울,0.238,0.020979020979021,0.013986013986014,0.0,0.0,0.4195804195804195,0.2797202797202793,0.0279720279720279
232,6,2,3,1,1,4.0,4,2,2.0,호텔,복합형(가족+친구),1,부산,0.018,0.0,0.0,0.0,0.6631205673758865,0.0,0.3191489361702128,0.0
235,12,1,2,2,7,1.0,6,2,3.0,게스트하우스/호스텔,친구형,2,서울,0.148,0.5185185185185183,0.0740740740740743,0.0,0.0,0.088888888888889,0.1481481481481479,0.0222222222222222
236,1,2,5,1,7,3.0,6,2,2.0,호텔,가족형,1,서울,0.185,0.074074074074074,0.0,0.0,0.0,0.4629629629629627,0.2777777777777781,0.0
237,1,2,2,1,7,1.0,6,2,3.0,호텔,친구형,1,서울,0.166,0.0883977900552485,0.0,0.1325966850828731,0.0,0.2762430939226517,0.3314917127071823,0.005524861878453
239,2,2,5,4,2,10.0,4,2,2.0,호텔,가족형,1,서울,0.112,0.0112359550561797,0.0,0.5617977528089888,0.0,0.1273408239700374,0.1872659176029962,0.0
240,1,2,3,3,5,5.0,6,2,2.0,호텔,가족형,3,서울,0.094,0.0178571428571428,0.0,0.0,0.0,0.2255639097744359,0.6578947368421054,0.0046992481203007
243,1,2,2,1,7,2.0,6,2,2.0,호텔,가족형,2,서울,0.145,0.064516129032258,0.0,0.0,0.0,0.403225806451613,0.3709677419354832,0.0161290322580645
246,4,1,4,1,3,1.0,4,3,3.0,호텔,혼자형,1,서울,0.298,0.0476190476190476,0.0595238095238095,0.0,0.0,0.5952380952380952,0.0,0.0
247,4,2,2,1,1,2.0,6,2,4.0,호텔,친구형,3,서울,0.148,0.0888888888888888,0.0246913580246913,0.0271604938271604,0.0,0.3950617283950617,0.2962962962962964,0.0197530864197531
248,1,1,3,1,5,2.0,5,2,2.0,호텔,가족형,1,서울,0.141,0.0352112676056338,0.0,0.0,0.0,0.105633802816901,0.7042253521126765,0.0140845070422535
250,6,1,2,1,4,4.0,5,2,2.0,호텔,친구형,2,경북,0.055,0.0630119722747322,0.0630119722747322,0.0,0.0,0.630119722747322,0.1890359168241966,0.0
251,6,2,2,1,4,5.0,3,2,3.0,모텔/여관,가족형,2,서울,0.253,0.1118012422360246,0.1656314699792963,0.0,0.0,0.1656314699792963,0.2898550724637678,0.0144927536231883
255,6,2,5,1,1,4.0,4,2,2.0,호텔,단체형,2,부산,0.0,0.0,0.0,0.0,0.9,0.0,0.0999999999999999,0.0
258,6,1,4,1,7,4.0,6,2,2.0,호텔,단체형,2,부산,0.021,0.0,0.0,0.0,0.7708333333333334,0.0,0.2083333333333333,0.0
259,3,2,3,3,2,3.0,1,2,3.0,호텔,친구형,2,부산,0.237,0.0657894736842105,0.0109649122807017,0.0,0.0,0.1973684210526321,0.4824561403508768,0.006578947368421
260,2,2,4,4,6,2.0,6,2,2.0,호텔,가족형,1,서울,0.144,0.0159744408945686,0.0,0.0,0.6709265175718853,0.0,0.1597444089456865,0.0095846645367412
261,2,1,5,4,5,5.0,4,2,2.0,호텔,가족형,1,서울,0.282,0.0309859154929577,0.1126760563380283,0.0,0.0,0.2816901408450704,0.2816901408450704,0.0112676056338028
267,3,2,2,2,7,1.0,1,2,2.0,호텔,단체형,2,부산,0.0,0.0,0.0,0.0,0.7747747747747747,0.0,0.2252252252252252,0.0
271,3,1,2,2,5,3.0,3,2,2.0,호텔,복합형(가족+친구),1,부산,0.191,0.0327868852459016,0.0218579234972677,0.0,0.0,0.3005464480874313,0.4371584699453559,0.0163934426229508
272,1,2,4,4,6,5.0,6,2,2.0,호텔,친구형,1,서울,0.234,0.0259740259740259,0.2077922077922077,0.0,0.0,0.5194805194805195,0.0,0.0129870129870129
273,1,2,2,3,6,9.0,3,1,4.0,친척 또는 친구 집,혼자형,1,서울,0.468,0.0760233918128654,0.0,0.0935672514619885,0.0,0.0,0.3508771929824558,0.0116959064327485
274,4,2,3,4,2,10.0,6,4,,기타,혼자형,2,서울,0.402,0.0602409638554215,0.0100401606425702,0.0,0.0,0.4618473895582337,0.040160642570281,0.0261044176706828
276,3,2,2,2,5,3.0,5,2,3.0,민박/펜션,단체형,1,서울,0.269,0.1017964071856287,0.0898203592814371,0.0,0.0,0.0748502994011976,0.4491017964071855,0.0149700598802395
277,8,2,2,2,4,10.0,6,2,2.0,호텔,가족형,2,서울,0.135,0.054054054054054,0.054054054054054,0.0,0.0,0.2162162162162162,0.5405405405405406,0.0
278,8,2,3,1,6,10.0,6,2,3.0,게스트하우스/호스텔,단체형,2,서울,0.235,0.0235294117647058,0.0235294117647058,0.0,0.4705882352941176,0.0,0.2352941176470588,0.0117647058823529
281,4,1,4,1,1,10.0,6,4,1.0,호텔,혼자형,1,서울,0.303,0.121212121212121,0.0,0.0,0.0,0.5050505050505055,0.0707070707070707,0.0
282,97,2,4,1,1,2.0,2,2,4.0,호텔,가족형,1,서울,0.139,0.0693069306930694,0.0,0.0,0.0,0.3960396039603959,0.3960396039603959,0.0
285,4,1,3,1,1,7.0,6,1,4.0,친척 또는 친구 집,가족형,3,대전,0.399,0.1744765702891327,0.0029910269192422,0.0,0.0,0.1744765702891322,0.2492522432701895,0.0
286,3,1,2,2,4,4.0,1,1,2.0,호텔,친구형,2,부산,0.085,0.6779661016949152,0.0,0.0,0.0,0.2372881355932203,0.0,0.0
288,3,2,5,2,7,2.0,3,3,2.0,호텔,친구형,1,서울,0.224,0.0265306122448979,0.0,0.0816326530612244,0.0,0.2448979591836734,0.4081632653061224,0.0142857142857142
289,1,2,2,3,6,5.0,2,2,4.0,친척 또는 친구 집,혼자형,2,서울,0.187,0.0499999999999999,0.3749999999999999,0.1874999999999999,0.0,0.0,0.1874999999999999,0.0124999999999999
291,8,1,2,1,1,5.0,4,2,3.0,호텔,친구형,1,서울,0.202,0.1411859620814846,0.0403388463089955,0.0,0.0,0.4033884630899556,0.2016942315449778,0.0116982654296087
292,8,2,4,1,1,4.0,6,2,4.0,호텔,가족형,2,서울,0.159,0.0793650793650793,0.0052910052910052,0.0,0.0,0.2645502645502644,0.476190476190476,0.0158730158730158
293,8,2,5,1,1,10.0,5,2,3.0,호텔,가족형,2,서울,0.202,0.1919191919191915,0.0,0.0,0.0,0.3030303030303035,0.3030303030303035,0.0
294,4,2,6,1,1,4.0,5,2,3.0,호텔,가족형,1,서울,0.25,0.03125,0.0,0.0,0.0,0.5,0.21875,0.0
296,3,2,4,4,2,10.0,6,2,3.0,호텔,가족형,2,강원,0.366,0.0,0.1465201465201461,0.0,0.0,0.2564102564102564,0.2197802197802197,0.010989010989011
297,8,2,3,1,1,4.0,3,2,2.0,호텔,친구형,1,부산,0.145,0.3985507246376811,0.0,0.0,0.0,0.217391304347826,0.2391304347826087,0.0
298,8,2,5,1,1,2.0,6,2,2.0,호텔,친구형,1,부산,0.244,0.028906955736224,0.022583559168925,0.0,0.0,0.1806684733514003,0.5239385727190604,0.0
299,10,1,2,1,1,1.0,6,3,2.0,호텔,가족형,1,서울,0.294,0.0294117647058823,0.0588235294117647,0.0,0.0,0.2941176470588235,0.2941176470588235,0.0294117647058823
302,5,2,2,1,4,2.0,5,2,3.0,게스트하우스/호스텔,가족형,2,서울,0.279,0.1173184357541902,0.1117318435754191,0.0,0.0,0.201117318435754,0.2793296089385473,0.0111731843575419
303,3,2,1,1,6,2.0,4,2,2.0,호텔,가족형,1,서울,0.328,0.0364963503649635,0.0437956204379561,0.0,0.0,0.218978102189781,0.3649635036496355,0.0072992700729926
304,3,2,5,4,2,2.0,6,3,3.0,호텔,단체형,2,서울,0.251,0.1154328732747805,0.0,0.0,0.0,0.3764115432873274,0.2509410288582181,0.0062735257214554
305,8,2,4,2,7,3.0,3,2,2.0,게스트하우스/호스텔,단체형,2,부산,0.279,0.1029411764705882,0.0,0.0,0.0,0.2941176470588235,0.3235294117647059,0.0
306,10,1,5,1,7,1.0,3,2,3.0,호텔,가족형,1,인천,0.452,0.0,0.0,0.0,0.0,0.2580645161290322,0.1612903225806451,0.1290322580645161
307,6,2,4,1,1,2.0,1,2,2.0,호텔,복합형(가족+친구),2,부산,0.019,0.0,0.0,0.0,0.673076923076923,0.0,0.3076923076923076,0.0
308,8,2,2,1,1,9.0,6,2,3.0,호텔,가족형,2,서울,0.355,0.029585798816568,0.0118343195266271,0.0,0.0,0.3550295857988169,0.2366863905325438,0.0118343195266271
310,3,2,4,3,4,2.0,6,2,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,0.6703296703296705,0.0,0.3296703296703295,0.0
311,3,2,3,1,7,10.0,6,2,3.0,호텔,가족형,1,서울,0.316,0.0348101265822784,0.0,0.0,0.0,0.3164556962025316,0.3164556962025316,0.0158227848101265
313,8,2,4,1,1,2.0,5,2,2.0,호텔,가족형,3,서울,0.057,0.0,0.0,0.0,0.7890961262553804,0.0,0.1434720229555235,0.0100430416068866
314,3,2,3,3,6,2.0,2,3,2.0,호텔,친구형,1,서울,0.319,0.072463768115942,0.0,0.0,0.0,0.2898550724637681,0.2898550724637681,0.0289855072463768
315,3,1,4,1,4,3.0,6,4,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,0.375,0.0,0.625,0.0
317,3,2,2,2,2,4.0,2,2,2.0,호텔,가족형,1,서울,0.0,0.0,0.0,0.0,0.6055363321799307,0.0,0.3844675124951941,0.009996155324875
319,14,1,2,1,7,10.0,6,2,3.0,게스트하우스/호스텔,혼자형,1,서울,0.448,0.022421524663677,0.0,0.0,0.0,0.209267563527653,0.2989536621823621,0.0209267563527653
322,8,2,2,3,2,10.0,6,2,3.0,게스트하우스/호스텔,친구형,1,서울,0.34,0.0425531914893615,0.0212765957446807,0.0,0.0,0.2553191489361709,0.3404255319148933,0.0
323,9,2,3,2,7,1.0,6,2,2.0,콘도미니엄/리조트,친구형,2,경남,0.333,0.0641025641025641,0.0,0.0641025641025641,0.0,0.2564102564102564,0.2692307692307693,0.0128205128205128
324,3,1,4,2,7,11.0,4,2,3.0,호텔,혼자형,2,서울,0.0,0.0,0.0,0.0,0.6774193548387096,0.0,0.3225806451612903,0.0
325,9,2,4,1,1,5.0,5,2,2.0,호텔,가족형,2,서울,0.065,0.0,0.0,0.0,0.752269779507133,0.0,0.1621271076523997,0.0207522697795071
328,8,2,2,1,7,5.0,6,3,3.0,호텔,친구형,1,서울,0.706,0.0470588235294117,0.0,0.0,0.0,0.2352941176470588,0.0,0.0117647058823529
329,7,2,3,2,2,2.0,1,2,2.0,호텔,친구형,2,부산,0.2,0.04,0.0266666666666666,0.0,0.0,0.2,0.5333333333333334,0.0
330,7,2,6,1,4,1.0,6,2,2.0,호텔,단체형,2,경북,0.0,0.0,0.0,0.0,0.6296296296296297,0.0,0.3703703703703703,0.0
332,3,2,3,1,6,2.0,3,2,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,0.7647058823529411,0.0,0.2352941176470588,0.0
333,7,2,5,1,4,4.0,4,2,2.0,호텔,단체형,2,부산,0.008,0.0,0.0,0.0,0.6229508196721311,0.0,0.3688524590163934,0.0
334,8,1,4,1,1,8.0,2,2,3.0,호텔,가족형,2,서울,0.175,0.0175438596491228,0.087719298245614,0.0,0.0,0.4093567251461983,0.2923976608187139,0.0175438596491228
336,8,1,1,1,1,4.0,5,1,3.0,호텔,가족형,2,서울,0.302,0.1275167785234899,0.1677852348993287,0.0,0.0,0.3355704697986575,0.0671140939597315,0.0
337,8,1,3,2,2,9.0,5,1,3.0,호텔,가족형,1,서울,0.464,0.06967022758941,0.0013934045517882,0.0,0.0,0.4644681839294,0.0,0.0
341,8,1,4,1,1,5.0,3,4,3.0,호텔,가족형,1,서울,0.391,0.0625,0.0,0.0,0.0,0.234375,0.0,0.3125000000000001
344,7,2,2,1,6,4.0,1,2,3.0,게스트하우스/호스텔,친구형,2,서울,0.234,0.1111111111111112,0.0935672514619883,0.0,0.0,0.152046783625731,0.4093567251461988,0.0
345,9,2,2,1,4,3.0,6,2,3.0,호텔,친구형,3,서울,0.216,0.1511879049676024,0.0172786177105831,0.0,0.0,0.4751619870410369,0.1295896328293739,0.0107991360691144
346,8,2,4,1,1,10.0,3,3,3.0,호텔,친구형,1,서울,0.439,0.2192982456140351,0.0131578947368421,0.0,0.0,0.3289473684210525,0.0,0.0
347,12,2,2,1,6,10.0,6,4,3.0,호텔,친구형,1,서울,0.484,0.072639225181598,0.072639225181598,0.0,0.0,0.1210653753026636,0.2421307506053269,0.0072639225181598
348,3,1,3,1,1,2.0,1,2,2.0,호텔,복합형(가족+친구),2,부산,0.02,0.0,0.0,0.0,0.6133333333333334,0.0,0.3666666666666667,0.0
353,15,2,2,2,2,9.0,5,2,4.0,호텔,친구형,2,서울,0.262,0.1308900523560211,0.0052356020942408,0.0,0.0,0.3926701570680627,0.1570680628272249,0.0523560209424084
355,15,1,2,1,1,4.0,6,2,4.0,호텔,혼자형,3,서울,0.213,0.1595744680851064,0.0531914893617021,0.0,0.026595744680851,0.3723404255319145,0.1595744680851065,0.0159574468085106
356,12,2,2,1,6,7.0,3,2,3.0,호텔,가족형,1,서울,0.602,0.0240963855421687,0.0602409638554216,0.0,0.0,0.3012048192771084,0.0,0.0120481927710843
357,15,2,3,1,7,4.0,5,2,3.0,호텔,친구형,1,서울,0.34,0.0136054421768707,0.0,0.0,0.0,0.4081632653061223,0.2040816326530616,0.0340136054421768
358,10,2,2,2,7,5.0,6,2,3.0,호텔,친구형,1,서울,0.329,0.0592105263157894,0.0197368421052631,0.0,0.0,0.394736842105263,0.1973684210526315,0.0
361,1,2,3,1,6,5.0,6,2,3.0,호텔,가족형,1,서울,0.341,0.0975609756097561,0.0,0.0975609756097561,0.0,0.2195121951219512,0.2439024390243898,0.0
363,15,2,4,1,7,2.0,6,3,4.0,호텔,복합형(가족+친구),1,서울,0.075,0.0113207547169811,0.0,0.0,0.0,0.4528301886792452,0.4528301886792452,0.0075471698113207
364,1,2,2,1,7,2.0,5,1,2.0,호텔,친구형,1,서울,0.097,0.064516129032258,0.0,0.1290322580645161,0.0,0.064516129032258,0.6451612903225806,0.0
365,3,2,2,2,6,5.0,6,2,4.0,친척 또는 친구 집,혼자형,3,서울,0.379,0.0820888453888169,0.0047358949262778,0.0,0.0,0.0449278565339563,0.4735894926277899,0.0157863164209263
368,2,2,2,4,6,10.0,6,4,1.0,숙박하지않음,혼자형,1,서울,0.045,0.0303030303030303,0.0,0.4545454545454545,0.0,0.0,0.4545454545454545,0.0151515151515151
369,12,1,3,1,1,10.0,3,3,4.0,호텔,가족형,1,서울,0.185,0.0925925925925925,0.0,0.0,0.0,0.4444444444444444,0.2777777777777778,0.0
378,2,1,2,1,1,1.0,4,2,1.0,호텔,친구형,1,서울,0.484,0.0403225806451612,0.0967741935483871,0.0,0.0,0.1935483870967742,0.1612903225806451,0.0241935483870967
390,3,1,4,2,6,11.0,5,3,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,0.504,0.0,0.48,0.016
392,3,2,4,2,2,9.0,4,2,2.0,호텔,가족형,3,인천,0.0,0.0,0.0,0.0,0.8903225806451606,0.0,0.1032258064516135,0.0064516129032258
401,3,2,4,3,2,10.0,5,3,2.0,호텔,가족형,3,서울,0.025,0.0,0.0,0.0,0.3572311495673672,0.0,0.6180469715698392,0.0
405,3,2,4,2,7,1.0,6,2,2.0,호텔,복합형(가족+친구),3,서울,0.047,0.0,0.0,0.0,0.7209302325581396,0.0,0.2325581395348837,0.0
406,18,2,5,1,6,10.0,6,2,4.0,호텔,가족형,2,강원,0.2,0.1333333333333333,0.1333333333333333,0.0,0.0,0.3999999999999999,0.1333333333333333,0.0
407,3,2,3,2,6,5.0,6,2,2.0,호텔,가족형,2,서울,0.1,0.0,0.0,0.0,0.7,0.0,0.2,0.0
410,3,2,2,1,7,1.0,5,2,2.0,호텔,가족형,2,서울,0.093,0.0,0.0,0.0,0.8372093023255813,0.0,0.0697674418604651,0.0
420,3,2,2,1,6,10.0,2,2,3.0,게스트하우스/호스텔,혼자형,1,서울,0.294,0.0508293204922418,0.0160513643659711,0.0,0.0,0.2193686463349383,0.4012841091492775,0.0181915462814339
422,19,1,2,1,7,6.0,1,4,,기타,가족형,5,서울,0.246,0.1228070175438599,0.0210526315789473,0.0,0.0,0.5263157894736842,0.0350877192982456,0.0491228070175438
425,1,1,2,1,1,1.0,6,3,2.0,호텔,가족형,1,서울,0.333,0.0952380952380953,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0
426,97,2,2,4,2,10.0,6,1,4.0,호텔,혼자형,2,서울,0.286,0.1142857142857143,0.0214285714285714,0.0,0.0,0.3285714285714286,0.2142857142857145,0.0357142857142857
427,1,2,2,1,6,1.0,5,2,2.0,호텔,친구형,1,서울,0.204,0.1632653061224487,0.0081632653061224,0.0,0.0,0.204081632653061,0.4081632653061232,0.0122448979591836
428,1,2,2,2,4,5.0,6,2,3.0,호텔,친구형,2,서울,0.399,0.0531914893617021,0.0,0.0,0.0,0.2659574468085107,0.2659574468085107,0.0159574468085106
429,97,1,3,1,1,6.0,3,2,4.0,호텔,친구형,4,서울,0.3,0.0999999999999999,0.0499999999999999,0.0,0.0,0.5,0.0499999999999999,0.0
432,2,1,2,3,2,3.0,1,2,2.0,호텔,친구형,1,부산,0.322,0.0353697749196141,0.0,0.0,0.0,0.3215434083601285,0.3215434083601285,0.0
433,3,2,4,2,4,1.0,6,2,2.0,호텔,복합형(가족+친구),2,부산,0.0,0.0,0.0,0.0,0.6206896551724137,0.0,0.3793103448275862,0.0
434,1,2,2,1,1,1.0,2,2,2.0,호텔,친구형,1,서울,0.339,0.0508474576271186,0.0,0.0,0.0,0.2542372881355932,0.3389830508474576,0.0169491525423728
436,3,2,3,2,3,6.0,2,2,2.0,호텔,단체형,2,부산,0.0,0.0,0.0,0.0,0.6964285714285714,0.0,0.3035714285714286,0.0
437,18,2,2,4,3,3.0,6,2,4.0,게스트하우스/호스텔,가족형,4,서울,0.102,0.0510204081632653,0.010204081632653,0.0,0.0,0.4081632653061224,0.4081632653061224,0.0204081632653061
440,3,2,3,1,1,1.0,6,2,3.0,게스트하우스/호스텔,직장형,2,서울,0.273,0.1297297297297297,0.0648648648648648,0.0,0.0,0.1621621621621621,0.3513513513513513,0.0189189189189189
444,5,2,2,1,7,1.0,2,2,4.0,게스트하우스/호스텔,친구형,1,서울,0.219,0.0087765490609092,0.0,0.0,0.0,0.1097068632613656,0.6582411795681938,0.0038616815868
446,1,2,3,1,7,5.0,1,2,2.0,게스트하우스/호스텔,혼자형,1,서울,0.369,0.0921658986175113,0.0737327188940093,0.0,0.0,0.2764976958525346,0.1843317972350232,0.0046082949308755
