아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위
563,4,2,여행 편의성,가족형,2,서울 단기형,306.85,5.0,"역사, 전통, 자연",K-컬처형
565,4,1,가성비,직장형,2,수도권/지방형(탐험가형),170.417065,4.0,"역사, 전통, 자연",가성비 및 접근성
575,4,1,안전 및 퀄리티,가족형,3,서울 단기형,258.4,5.0,도시 소비형,가성비 및 접근성
577,5,3,여행 편의성,가족형,2,서울 심층형,893.633333333333,6.0,"역사, 전통, 자연",K-컬처형
578,2,1,안전 및 퀄리티,직장형,2,서울 단기형,239.02,5.0,도시 소비형,경험 및 관계
581,4,2,안전 및 퀄리티,단체형,3,서울 심층형,180.0,6.0,"역사, 전통, 자연",경험 및 관계
583,4,1,안전 및 퀄리티,직장형,2,서울 단기형,1485.8,5.0,특수 목적,K-컬처형
584,2,1,안전 및 퀄리티,단체형,2,서울 심층형,150.0,6.0,경험형,경험 및 관계
585,3,2,여행 편의성,가족형,1,서울 단기형,516.8,5.0,특수 목적,K-컬처형
590,5,1,안전 및 퀄리티,가족형,1,서울 단기형,540.64,5.0,"역사, 전통, 자연",경험 및 관계
594,4,1,안전 및 퀄리티,가족형,1,서울 단기형,191.862,5.0,도시 소비형,경험 및 관계
595,2,1,여행 편의성,가족형,1,서울 심층형,199.028077044875,16.0,도시 소비형,경험 및 관계
598,3,1,여행 편의성,가족형,2,서울 단기형,188.955,5.0,도시 소비형,K-컬처형
603,2,1,여행 편의성,친구형,2,서울 심층형,437.2275,14.0,"역사, 전통, 자연",경험 및 관계
604,2,2,여행 편의성,가족형,2,서울 심층형,401.577272727273,11.0,"역사, 전통, 자연",K-컬처형
605,3,2,여행 편의성,가족형,1,서울 단기형,973.333333333333,3.0,도시 소비형,경험 및 관계
606,2,1,안전 및 퀄리티,혼자형,1,서울 심층형,258.89655,10.0,경험형,K-컬처형
609,4,4,안전 및 퀄리티,친구형,1,서울 단기형,525.6,4.0,경험형,가성비 및 접근성
614,1,2,안전 및 퀄리티,가족형,1,서울 심층형,301.466666666667,6.0,경험형,경험 및 관계
615,3,1,여행 편의성,가족형,2,서울 심층형,926.811428571429,7.0,경험형,경험 및 관계
616,3,1,안전 및 퀄리티,친구형,1,서울 심층형,448.924285714286,7.0,"역사, 전통, 자연",K-컬처형
617,5,3,안전 및 퀄리티,가족형,2,서울 단기형,742.9,4.0,도시 소비형,경험 및 관계
618,5,4,여행 편의성,단체형,1,서울 단기형,1292.0,5.0,도시 소비형,K-컬처형
622,4,1,여행 편의성,가족형,1,서울 심층형,928.571428571429,7.0,특수 목적,경험 및 관계
624,5,1,안전 및 퀄리티,가족형,2,서울 단기형,426.36,5.0,도시 소비형,K-컬처형
625,5,4,안전 및 퀄리티,단체형,1,서울 단기형,368.22,5.0,도시 소비형,가성비 및 접근성
626,2,2,여행 편의성,혼자형,2,서울 심층형,160.518428571429,21.0,특수 목적,경험 및 관계
628,5,2,여행 편의성,가족형,3,서울 단기형,264.86,5.0,도시 소비형,K-컬처형
630,2,2,안전 및 퀄리티,가족형,1,서울 단기형,206.72,5.0,도시 소비형,K-컬처형
631,1,1,여행 편의성,가족형,2,서울 심층형,290.7,6.0,특수 목적,K-컬처형
634,3,1,안전 및 퀄리티,가족형,3,수도권/지방형(탐험가형),277.78,5.0,"역사, 전통, 자연",K-컬처형
640,3,1,안전 및 퀄리티,가족형,2,서울 심층형,281.25,8.0,도시 소비형,경험 및 관계
641,2,1,안전 및 퀄리티,가족형,3,서울 단기형,400.52,5.0,도시 소비형,가성비 및 접근성
645,3,1,여행 편의성,가족형,1,서울 단기형,381.14,5.0,특수 목적,K-컬처형
648,4,2,여행 편의성,가족형,3,서울 단기형,251.94,5.0,도시 소비형,K-컬처형
652,1,1,여행 편의성,단체형,2,서울 단기형,187.2,5.0,도시 소비형,경험 및 관계
656,2,4,가성비,친구형,1,서울 심층형,106.248,10.0,경험형,K-컬처형
657,5,1,여행 편의성,혼자형,1,서울 심층형,683.333333333333,6.0,경험형,경험 및 관계
658,2,3,안전 및 퀄리티,가족형,1,서울 심층형,161.219454545455,11.0,경험형,경험 및 관계
659,4,1,여행 편의성,혼자형,1,서울 단기형,1687.5,2.0,경험형,가성비 및 접근성
660,3,1,안전 및 퀄리티,직장형,1,서울 단기형,27.96,5.0,도시 소비형,K-컬처형
662,5,1,여행 편의성,친구형,3,서울 심층형,232.821428571429,7.0,도시 소비형,K-컬처형
663,4,4,안전 및 퀄리티,친구형,1,서울 단기형,377.46,5.0,도시 소비형,K-컬처형
664,2,3,여행 편의성,가족형,1,서울 심층형,215.6559,10.0,"역사, 전통, 자연",K-컬처형
667,2,1,안전 및 퀄리티,직장형,1,서울 단기형,268.64,5.0,도시 소비형,가성비 및 접근성
669,2,1,여행 편의성,친구형,1,서울 심층형,171.754285714286,7.0,경험형,K-컬처형
678,3,1,안전 및 퀄리티,가족형,1,서울 심층형,156.385714285714,7.0,특수 목적,가성비 및 접근성
680,3,1,여행 편의성,친구형,1,서울 심층형,267.95,6.0,도시 소비형,K-컬처형
684,4,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),170.286666666667,9.0,경험형,경험 및 관계
687,5,1,안전 및 퀄리티,복합형(가족+친구),2,서울 단기형,381.14,5.0,"역사, 전통, 자연",경험 및 관계
688,1,1,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),189.315,8.0,특수 목적,경험 및 관계
689,3,1,안전 및 퀄리티,가족형,1,서울 단기형,235.0,5.0,도시 소비형,경험 및 관계
691,4,4,가성비,친구형,1,서울 단기형,284.0,3.0,도시 소비형,경험 및 관계
692,2,2,여행 편의성,친구형,1,서울 단기형,213.0,5.0,도시 소비형,K-컬처형
693,2,3,여행 편의성,친구형,1,서울 단기형,159.75,4.0,도시 소비형,K-컬처형
695,2,1,여행 편의성,친구형,3,서울 심층형,161.5,10.0,특수 목적,K-컬처형
696,4,1,여행 편의성,가족형,1,서울 단기형,468.75,4.0,"역사, 전통, 자연",경험 및 관계
700,5,2,여행 편의성,가족형,1,서울 단기형,978.6,4.0,경험형,가성비 및 접근성
701,3,1,안전 및 퀄리티,혼자형,1,서울 심층형,1004.92857142857,7.0,특수 목적,K-컬처형
705,2,3,여행 편의성,가족형,1,서울 심층형,271.142857142857,7.0,도시 소비형,K-컬처형
708,2,2,가성비,친구형,1,서울 단기형,244.95,4.0,도시 소비형,K-컬처형
709,2,1,가성비,친구형,1,서울 단기형,279.266666666667,3.0,도시 소비형,K-컬처형
710,2,4,안전 및 퀄리티,가족형,1,서울 단기형,292.0,5.0,"역사, 전통, 자연",가성비 및 접근성
714,1,1,여행 편의성,가족형,1,서울 단기형,164.265,4.0,경험형,K-컬처형
715,3,2,가성비,친구형,1,서울 단기형,307.666666666667,3.0,도시 소비형,가성비 및 접근성
716,2,3,가성비,친구형,1,서울 단기형,309.56,5.0,도시 소비형,가성비 및 접근성
717,2,4,여행 편의성,친구형,1,서울 단기형,376.3,4.0,도시 소비형,K-컬처형
720,4,4,안전 및 퀄리티,가족형,2,서울 심층형,22.0,6.0,"역사, 전통, 자연",경험 및 관계
722,2,4,여행 편의성,혼자형,1,서울 단기형,639.5,5.0,도시 소비형,K-컬처형
724,2,2,안전 및 퀄리티,친구형,1,서울 단기형,443.84,5.0,경험형,가성비 및 접근성
738,1,2,가성비,가족형,1,서울 단기형,346.75,4.0,도시 소비형,가성비 및 접근성
741,2,2,여행 편의성,가족형,2,서울 단기형,279.6,5.0,특수 목적,K-컬처형
744,2,1,안전 및 퀄리티,가족형,2,서울 단기형,325.0,5.0,"역사, 전통, 자연",K-컬처형
745,5,1,여행 편의성,복합형(가족+친구),1,서울 단기형,122.475,3.0,도시 소비형,K-컬처형
756,4,2,여행 편의성,혼자형,2,서울 단기형,251.64,5.0,경험형,K-컬처형
757,2,1,안전 및 퀄리티,친구형,1,서울 단기형,201.166666666667,3.0,도시 소비형,가성비 및 접근성
760,3,1,안전 및 퀄리티,가족형,1,서울 단기형,95.0,5.0,경험형,경험 및 관계
762,2,1,안전 및 퀄리티,친구형,1,서울 심층형,330.0,10.0,경험형,K-컬처형
766,2,1,여행 편의성,가족형,1,서울 심층형,171.272727272727,11.0,특수 목적,가성비 및 접근성
767,4,2,여행 편의성,가족형,2,서울 단기형,372.8,3.0,도시 소비형,가성비 및 접근성
768,2,2,여행 편의성,가족형,1,서울 심층형,363.636363636364,11.0,특수 목적,K-컬처형
771,4,4,여행 편의성,친구형,1,서울 단기형,447.733333333333,3.0,"역사, 전통, 자연",가성비 및 접근성
774,2,1,가성비,가족형,1,서울 단기형,153.78,5.0,특수 목적,가성비 및 접근성
776,3,2,여행 편의성,단체형,1,서울 심층형,150.72,12.0,경험형,경험 및 관계
777,2,1,여행 편의성,가족형,3,수도권/지방형(탐험가형),275.0,10.0,특수 목적,K-컬처형
778,3,3,안전 및 퀄리티,직장형,1,서울 심층형,272.533333333333,6.0,"역사, 전통, 자연",가성비 및 접근성
780,2,1,안전 및 퀄리티,친구형,1,서울 심층형,193.39,6.0,"역사, 전통, 자연",K-컬처형
781,4,4,여행 편의성,친구형,1,서울 단기형,1474.6,4.0,경험형,K-컬처형
786,3,2,가성비,가족형,1,서울 단기형,297.075,4.0,도시 소비형,경험 및 관계
787,2,4,여행 편의성,친구형,1,서울 단기형,579.133333333333,3.0,"역사, 전통, 자연",경험 및 관계
788,5,4,여행 편의성,단체형,1,서울 심층형,75.0202380952381,12.0,"역사, 전통, 자연",경험 및 관계
790,3,1,안전 및 퀄리티,가족형,2,서울 심층형,179.2725,8.0,특수 목적,K-컬처형
792,2,1,여행 편의성,친구형,1,서울 심층형,187.662857142857,7.0,경험형,가성비 및 접근성
794,3,1,여행 편의성,가족형,2,서울 심층형,130.38,10.0,"역사, 전통, 자연",경험 및 관계
796,4,2,안전 및 퀄리티,혼자형,1,서울 심층형,136.8375,8.0,경험형,K-컬처형
797,5,4,가성비,단체형,3,수도권/지방형(탐험가형),22.0,7.0,도시 소비형,경험 및 관계
799,3,4,여행 편의성,가족형,3,서울 심층형,157.5425,6.0,도시 소비형,경험 및 관계
800,4,1,여행 편의성,가족형,1,서울 심층형,170.218333333333,7.0,"역사, 전통, 자연",경험 및 관계
802,2,1,여행 편의성,가족형,1,서울 심층형,500.434285714286,7.0,도시 소비형,경험 및 관계
803,5,1,여행 편의성,가족형,1,서울 심층형,181.083333333333,6.0,도시 소비형,경험 및 관계
804,5,4,여행 편의성,가족형,3,서울 심층형,22.0,6.0,"역사, 전통, 자연",경험 및 관계
807,4,2,여행 편의성,가족형,2,서울 심층형,147.764,10.0,"역사, 전통, 자연",경험 및 관계
808,2,1,안전 및 퀄리티,혼자형,2,서울 심층형,90.87,20.0,특수 목적,가성비 및 접근성
811,2,1,여행 편의성,가족형,2,서울 심층형,155.214285714286,7.0,도시 소비형,경험 및 관계
812,3,4,여행 편의성,혼자형,2,서울 단기형,206.72,5.0,도시 소비형,가성비 및 접근성
815,2,1,여행 편의성,친구형,1,서울 단기형,279.6,5.0,도시 소비형,K-컬처형
816,2,1,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),142.0,4.0,도시 소비형,가성비 및 접근성
820,3,1,안전 및 퀄리티,가족형,2,서울 심층형,240.840833333333,6.0,"역사, 전통, 자연",경험 및 관계
821,3,1,안전 및 퀄리티,가족형,2,서울 단기형,169.0,5.0,"역사, 전통, 자연",가성비 및 접근성
822,5,3,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),307.666666666667,3.0,도시 소비형,경험 및 관계
824,2,1,가성비,가족형,2,서울 심층형,95.06875,8.0,특수 목적,경험 및 관계
826,2,3,여행 편의성,단체형,1,서울 심층형,392.835714285714,7.0,도시 소비형,경험 및 관계
829,3,2,여행 편의성,친구형,1,서울 단기형,223.68,5.0,경험형,가성비 및 접근성
836,2,2,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),290.7,4.0,도시 소비형,가성비 및 접근성
847,3,1,안전 및 퀄리티,가족형,2,서울 심층형,225.0,6.0,도시 소비형,가성비 및 접근성
848,2,1,안전 및 퀄리티,단체형,2,서울 단기형,234.0,5.0,도시 소비형,경험 및 관계
849,4,1,여행 편의성,직장형,2,서울 심층형,300.0,6.0,경험형,K-컬처형
852,3,3,여행 편의성,가족형,1,수도권/지방형(탐험가형),298.775,4.0,"역사, 전통, 자연",경험 및 관계
858,5,2,안전 및 퀄리티,복합형(가족+친구),1,수도권/지방형(탐험가형),226.1,4.0,"역사, 전통, 자연",경험 및 관계
859,2,1,여행 편의성,친구형,4,서울 심층형,168.415384615385,13.0,"역사, 전통, 자연",K-컬처형
862,5,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),277.78,5.0,"역사, 전통, 자연",가성비 및 접근성
864,2,2,안전 및 퀄리티,혼자형,1,서울 단기형,216.0,5.0,도시 소비형,경험 및 관계
867,4,4,가성비,친구형,1,수도권/지방형(탐험가형),258.4,5.0,"역사, 전통, 자연",가성비 및 접근성
868,3,2,안전 및 퀄리티,혼자형,2,서울 심층형,250.217142857143,14.0,경험형,가성비 및 접근성
878,4,1,여행 편의성,혼자형,1,서울 심층형,624.238333333333,6.0,도시 소비형,K-컬처형
884,2,2,여행 편의성,혼자형,1,서울 심층형,349.573466666667,15.0,도시 소비형,가성비 및 접근성
887,3,1,안전 및 퀄리티,기타형,1,서울 단기형,1433.33333333333,3.0,"역사, 전통, 자연",경험 및 관계
890,1,1,여행 편의성,혼자형,1,서울 심층형,420.7,21.0,경험형,경험 및 관계
892,2,2,여행 편의성,가족형,2,수도권/지방형(탐험가형),110.251928571429,28.0,도시 소비형,경험 및 관계
912,5,1,여행 편의성,가족형,1,서울 심층형,247.5,8.0,"역사, 전통, 자연",경험 및 관계
914,2,2,여행 편의성,혼자형,1,서울 심층형,214.003333333333,6.0,경험형,K-컬처형
916,2,1,여행 편의성,혼자형,1,서울 단기형,380.0,5.0,경험형,K-컬처형
924,2,1,여행 편의성,친구형,1,서울 심층형,342.5,6.0,"역사, 전통, 자연",경험 및 관계
928,3,3,여행 편의성,가족형,1,서울 심층형,173.578571428571,7.0,도시 소비형,K-컬처형
931,2,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),139.966666666667,5.0,"역사, 전통, 자연",가성비 및 접근성
932,2,1,여행 편의성,가족형,1,서울 심층형,218.94,7.0,도시 소비형,K-컬처형
939,5,3,여행 편의성,가족형,2,서울 심층형,117.241666666667,6.0,"역사, 전통, 자연",가성비 및 접근성
941,2,1,여행 편의성,가족형,1,수도권/지방형(탐험가형),139.966666666667,5.0,도시 소비형,경험 및 관계
944,5,2,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),193.8,5.0,"역사, 전통, 자연",K-컬처형
950,5,4,여행 편의성,가족형,1,서울 심층형,279.78125,8.0,도시 소비형,K-컬처형
952,2,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),183.033333333333,4.0,"역사, 전통, 자연",경험 및 관계
953,2,1,여행 편의성,친구형,1,서울 심층형,231.25,8.0,경험형,K-컬처형
954,4,1,여행 편의성,가족형,2,서울 심층형,277.777777777778,9.0,"역사, 전통, 자연",경험 및 관계
955,3,1,여행 편의성,가족형,1,수도권/지방형(탐험가형),282.625,4.0,"역사, 전통, 자연",가성비 및 접근성
958,6,1,안전 및 퀄리티,가족형,1,서울 심층형,165.762857142857,7.0,도시 소비형,경험 및 관계
960,4,2,여행 편의성,가족형,1,수도권/지방형(탐험가형),161.5,5.0,도시 소비형,가성비 및 접근성
962,5,3,여행 편의성,가족형,1,수도권/지방형(탐험가형),258.4,5.0,도시 소비형,가성비 및 접근성
963,6,1,여행 편의성,혼자형,1,서울 심층형,1248.47666666667,6.0,도시 소비형,K-컬처형
964,1,1,여행 편의성,혼자형,1,서울 심층형,149.8172,15.0,특수 목적,가성비 및 접근성
967,5,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),43.338,10.0,도시 소비형,경험 및 관계
970,2,1,여행 편의성,가족형,1,서울 심층형,322.5,6.0,특수 목적,경험 및 관계
971,4,2,안전 및 퀄리티,복합형(가족+친구),2,수도권/지방형(탐험가형),511.6,6.0,도시 소비형,가성비 및 접근성
972,4,3,가성비,친구형,2,서울 심층형,389.333333333333,6.0,도시 소비형,K-컬처형
981,2,2,여행 편의성,가족형,1,서울 단기형,213.0,3.0,도시 소비형,K-컬처형
983,3,1,여행 편의성,혼자형,1,서울 심층형,655.45025,8.0,"역사, 전통, 자연",가성비 및 접근성
987,2,1,여행 편의성,친구형,1,서울 단기형,145.905,4.0,특수 목적,경험 및 관계
988,2,1,여행 편의성,가족형,1,서울 단기형,158.41875,4.0,특수 목적,K-컬처형
993,4,1,여행 편의성,가족형,1,서울 심층형,241.64064516129,31.0,도시 소비형,경험 및 관계
994,6,2,여행 편의성,가족형,1,서울 단기형,307.666666666667,3.0,도시 소비형,경험 및 관계
995,2,1,가성비,친구형,1,서울 단기형,236.666666666667,3.0,도시 소비형,K-컬처형
996,2,4,여행 편의성,친구형,1,서울 단기형,307.666666666667,3.0,도시 소비형,K-컬처형
1001,2,1,여행 편의성,혼자형,1,서울 심층형,340.493636363636,11.0,"역사, 전통, 자연",K-컬처형
1002,2,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),209.7,4.0,도시 소비형,가성비 및 접근성
1003,5,1,여행 편의성,혼자형,1,서울 심층형,998.781333333333,6.0,도시 소비형,경험 및 관계
1004,3,2,안전 및 퀄리티,가족형,3,수도권/지방형(탐험가형),235.408333333333,8.0,"역사, 전통, 자연",K-컬처형
1005,2,1,여행 편의성,혼자형,1,서울 단기형,766.29,2.0,경험형,K-컬처형
1006,2,2,가성비,친구형,1,서울 단기형,239.625,4.0,"역사, 전통, 자연",K-컬처형
1009,2,1,여행 편의성,친구형,1,서울 심층형,290.833333333333,6.0,특수 목적,경험 및 관계
